-700.00 0.00000
-675.00 0.00007
-650.00 0.00007
-625.00 0.00048
-600.00 0.00055
-575.00 0.00075
-550.00 0.00164
-525.00 0.00425
-500.00 0.00891
-475.00 0.01815
-450.00 0.03487
-425.00 0.04275
-400.00 0.05165
-375.00 0.04946
-350.00 0.04658
-325.00 0.04802
-300.00 0.04370
-275.00 0.03966
-250.00 0.04562
-225.00 0.04446
-200.00 0.04706
-175.00 0.04966
-150.00 0.04720
-125.00 0.04788
-100.00 0.04247
-75.00 0.04425
-50.00 0.03781
-25.00 0.03117
0.00 0.02857
25.00 0.02507
50.00 0.02014
75.00 0.01589
100.00 0.01610
125.00 0.01199
150.00 0.00932
175.00 0.00692
200.00 0.00712
225.00 0.00534
250.00 0.00480
275.00 0.00418
300.00 0.00233
325.00 0.00315
350.00 0.00219
375.00 0.00185
400.00 0.00123
425.00 0.00137
450.00 0.00055
475.00 0.00082
500.00 0.00021
525.00 0.00055
550.00 0.00055
575.00 0.00007
600.00 0.00027
625.00 0.00014
650.00 0.00014
675.00 0.00000
700.00 0.00000
