-7.000000000000000000e+02 2.482018271563151987e-06
-6.500000000000000000e+02 1.112363416004395078e-05
-6.000000000000000000e+02 4.461012883980025991e-05
-5.500000000000000000e+02 1.600904095044957634e-04
-5.000000000000000000e+02 5.140936162831782159e-04
-4.500000000000000000e+02 1.477284578465479876e-03
-4.000000000000000000e+02 3.798666570818531353e-03
-3.500000000000000000e+02 8.740640196993960248e-03
-3.000000000000000000e+02 1.799701045539608621e-02
-2.500000000000000000e+02 3.315908609431324205e-02
-2.000000000000000000e+02 5.467009056067107658e-02
-1.500000000000000000e+02 8.065700505670851672e-02
-1.000000000000000000e+02 1.064827964125609622e-01
-5.000000000000000000e+01 1.257945603330315187e-01
0.000000000000000000e+00 1.329809198679631210e-01
5.000000000000000000e+01 1.257945603330315187e-01
1.000000000000000000e+02 1.064827964125609622e-01
1.500000000000000000e+02 8.065700505670851672e-02
2.000000000000000000e+02 5.467009056067107658e-02
2.500000000000000000e+02 3.315908609431324205e-02
3.000000000000000000e+02 1.799701045539608621e-02
3.500000000000000000e+02 8.740640196993960248e-03
4.000000000000000000e+02 3.798666570818531353e-03
4.500000000000000000e+02 1.477284578465479876e-03
5.000000000000000000e+02 5.140936162831782159e-04
5.500000000000000000e+02 1.600904095044957634e-04
6.000000000000000000e+02 4.461012883980025991e-05
6.500000000000000000e+02 1.112363416004395078e-05
7.000000000000000000e+02 2.482018271563151987e-06
