-7.000000000000000000e+02 0.000000000000000000e+00
-6.500000000000000000e+02 1.395395195853682405e-04
-6.000000000000000000e+02 1.096381939599321963e-03
-5.500000000000000000e+02 3.269211601714341713e-03
-5.000000000000000000e+02 1.776138742150901520e-02
-4.500000000000000000e+02 6.951061497059700389e-02
-4.000000000000000000e+02 1.029602312369181372e-01
-3.500000000000000000e+02 9.285358317552075413e-02
-3.000000000000000000e+02 8.711252865543703261e-02
-2.500000000000000000e+02 9.093989833549284696e-02
-2.000000000000000000e+02 9.381042559553470772e-02
-1.500000000000000000e+02 9.408950463470544534e-02
-1.000000000000000000e+02 8.466061995415127828e-02
-5.000000000000000000e+01 7.537127479318248002e-02
0.000000000000000000e+00 5.695205820791387347e-02
5.000000000000000000e+01 4.014751320641880838e-02
1.000000000000000000e+02 3.209408950463469440e-02
1.500000000000000000e+02 1.857869032193759998e-02
2.000000000000000000e+02 1.419316256354031212e-02
2.500000000000000000e+02 9.568424200139535873e-03
3.000000000000000000e+02 4.644672580484399994e-03
3.500000000000000000e+02 4.365593541313664110e-03
4.000000000000000000e+02 2.451908701285756068e-03
4.500000000000000000e+02 1.096381939599321963e-03
5.000000000000000000e+02 4.186185587561047487e-04
5.500000000000000000e+02 1.096381939599321963e-03
6.000000000000000000e+02 5.382238612578488929e-04
6.500000000000000000e+02 2.790790391707364810e-04
7.000000000000000000e+02 0.000000000000000000e+00
