-7.000000000000000000e+02 4.897406612218167853e-04
-6.500000000000000000e+02 1.407304629653208759e-03
-6.000000000000000000e+02 3.618721219695394779e-03
-5.500000000000000000e+02 8.326590282381376995e-03
-5.000000000000000000e+02 1.714448015162025468e-02
-4.500000000000000000e+02 3.158831822645117443e-02
-4.000000000000000000e+02 5.208033216559459361e-02
-3.500000000000000000e+02 7.683622931214438567e-02
-3.000000000000000000e+02 1.014386358283633771e-01
-2.500000000000000000e+02 1.198355887027232614e-01
-2.000000000000000000e+02 1.266815256273251256e-01
-1.500000000000000000e+02 1.198355887027232614e-01
-1.000000000000000000e+02 1.014386358283635298e-01
-5.000000000000000000e+01 7.683622931217098939e-02
0.000000000000000000e+00 5.208033216842419821e-02
5.000000000000000000e+01 3.158831841938688351e-02
1.000000000000000000e+02 1.714448858653414703e-02
1.500000000000000000e+02 8.326826726723609087e-03
2.000000000000000000e+02 3.622970911444759173e-03
2.500000000000000000e+02 1.456278695775390514e-03
3.000000000000000000e+02 8.516127831913562415e-04
3.500000000000000000e+02 1.866954835948565891e-03
4.000000000000000000e+02 5.250530134053101733e-03
4.500000000000000000e+02 1.015446028307960373e-02
5.000000000000000000e+02 1.267051700615483625e-02
5.500000000000000000e+02 1.014433568094566009e-02
6.000000000000000000e+02 5.208117565698377853e-03
6.500000000000000000e+02 1.714461500880937878e-03
7.000000000000000000e+02 3.618740513266088007e-04
