-700.0 1.0279145056578653e-14
-650.0 1.958858316377167e-12
-600.0 2.2641323698858633e-10
-550.0 1.5872793339833274e-08
-500.0 6.749283471731611e-07
-450.0 1.7406631493376202e-05
-400.0 0.0002722855288043679
-350.0 0.002583373171220365
-300.0 0.01486628637936691
-250.0 0.05188845305036768
-200.0 0.10984849729527778
-150.0 0.14106480251843243
-100.0 0.1101201078957247
-50.0 0.05447181034683585
0.0 0.029732572305907343
50.0 0.05447181034683585
100.0 0.1101201078957247
150.0 0.14106480251843243
200.0 0.10984849729527778
250.0 0.05188845305036768
300.0 0.01486628637936691
350.0 0.002583373171220365
400.0 0.0002722855288043679
450.0 1.7406631493376202e-05
500.0 6.749283471731611e-07
550.0 1.5872793339833274e-08
600.0 2.2641323698858633e-10
650.0 1.958858316377167e-12
700.0 1.0279145056578653e-14
