-675.00 0.00000
-650.00 0.00000
-625.00 0.00009
-600.00 0.00009
-575.00 0.00037
-550.00 0.00028
-525.00 0.00037
-500.00 0.00009
-475.00 0.00083
-450.00 0.00138
-425.00 0.00074
-400.00 0.00175
-375.00 0.00194
-350.00 0.00286
-325.00 0.00277
-300.00 0.00258
-275.00 0.00341
-250.00 0.00406
-225.00 0.00581
-200.00 0.00618
-175.00 0.00729
-150.00 0.00978
-125.00 0.01162
-100.00 0.01338
-75.00 0.01688
-50.00 0.01808
-25.00 0.02278
0.00 0.02583
25.00 0.03155
50.00 0.03680
75.00 0.03662
100.00 0.03708
125.00 0.04262
150.00 0.04631
175.00 0.04363
200.00 0.04262
225.00 0.04326
250.00 0.04225
275.00 0.04271
300.00 0.05018
325.00 0.05691
350.00 0.06411
375.00 0.06872
400.00 0.06226
425.00 0.04667
450.00 0.02269
475.00 0.01088
500.00 0.00590
525.00 0.00323
550.00 0.00101
575.00 0.00028
600.00 0.00018
625.00 0.00018
650.00 0.00009
675.00 0.00000
